,Compound,Date,Negative,Neutral,News Channel,Positive,Tweet Text,Tweets Ago
376,0.5386,Sat Sep 29 16:09:54 +0000 2018,0.764,0.055,@Foxnews,0.181,"Steve Pomerantz: “The FBI never reaches a conclusion, but hopefully they provide enough information within their re… https://t.co/VYdcCKVW9j",77
377,0.4939,Sat Sep 29 16:00:20 +0000 2018,0.775,0.0,@Foxnews,0.225,"'It Was Heartbreaking': Friend of Kavanaugh Reacts to Hearings, FBI Probe https://t.co/tkfpfIpSav",78
378,0.0191,Sat Sep 29 15:54:35 +0000 2018,0.858,0.069,@Foxnews,0.073,SUNDAY: Don't miss @PressSec's exclusive interview on @FoxNewsSunday. Check your local listings and tune in at 2p a… https://t.co/bZxOvLEosK,79
379,-0.5267,Sat Sep 29 15:53:09 +0000 2018,0.614,0.386,@Foxnews,0.0,Michael Moore slams ex-wife's lawsuit as a 'smear campaign' https://t.co/Uq9cyfzNAj,80
380,-0.5106,Sat Sep 29 15:45:50 +0000 2018,0.699,0.301,@Foxnews,0.0,Maryland authorities say they'll investigate Kavanaugh -- if a victim files a complaint https://t.co/MOUtqsYuNL,81
381,-0.5859,Sat Sep 29 15:24:32 +0000 2018,0.542,0.343,@Foxnews,0.114,Amal Clooney fights to have imprisoned journalists pardoned at UN conference https://t.co/BsLmzLYxz7,82
382,-0.1779,Sat Sep 29 15:21:35 +0000 2018,0.541,0.222,@Foxnews,0.238,Joshua Rogers: I tried to help two hostages escape terrorists. Here's what happened https://t.co/lqmv8F0li1,83
383,-0.5423,Sat Sep 29 15:09:43 +0000 2018,0.741,0.259,@Foxnews,0.0,"Peter Navarro: “NAFTA was a tremendous, tremendous harm to this country.” https://t.co/HA7OpayWcz",84
384,0.7351,Sat Sep 29 15:01:25 +0000 2018,0.763,0.0,@Foxnews,0.237,Peter Navarro: “Most of the big issues are solved with Canada. It’s a great deal for all three countries in that it… https://t.co/JN060VIVzo,85
385,-0.3412,Sat Sep 29 14:50:25 +0000 2018,0.901,0.099,@Foxnews,0.0,"Peter Navarro: “At the end of the day, this president is not going to take a deal that’s not good for this county.” https://t.co/R48KVRd34T",86
386,0.0,Sat Sep 29 14:42:58 +0000 2018,1.0,0.0,@Foxnews,0.0,.@repcleaver: “What we saw yesterday was an undignified dogfight parading as a hearing.” https://t.co/AT6o6lClnR,87
387,0.0,Sat Sep 29 14:38:40 +0000 2018,1.0,0.0,@Foxnews,0.0,".@repcleaver: “Both sides, Republicans and Democrats, went into the hearing saying, ‘the other side has a closed mi… https://t.co/aqf5rfYE9x",88
388,-0.296,Sat Sep 29 14:26:10 +0000 2018,0.693,0.183,@Foxnews,0.124,Graham says McCain's anger at Kavanaugh hearing 'would have made me look like a choir boy' https://t.co/cRKfSPBbPY,89
389,-0.3182,Sat Sep 29 14:13:00 +0000 2018,0.874,0.126,@Foxnews,0.0,"TOMORROW: @benshapiro breaks down the Kavanaugh accusations, the hearings and D.C. hypocrisy on the second edition… https://t.co/kJkVzzybcw",90
390,0.0,Sat Sep 29 14:10:11 +0000 2018,1.0,0.0,@Foxnews,0.0,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/Lqu82OcuQD,91
391,-0.1779,Sat Sep 29 14:05:08 +0000 2018,0.667,0.193,@Foxnews,0.141,Bride surprises groom with first look at his mother’s grave https://t.co/RNgniKBo89,92
392,0.8398,Sat Sep 29 14:02:17 +0000 2018,0.609,0.0,@Foxnews,0.391,.@SteveDoocy and his new ‘The Happy Cookbook’ -- Want an instant happy place? Make a pot roast! https://t.co/Z1up344276,93
393,-0.765,Sat Sep 29 13:50:27 +0000 2018,0.577,0.423,@Foxnews,0.0,JUST IN: Two police officers dead following confrontation in Mississippi https://t.co/VYRX0Q1rmg,94
394,0.0,Sat Sep 29 13:41:17 +0000 2018,1.0,0.0,@Foxnews,0.0,Shark in Bahamas tries eating fisherman's boat motor https://t.co/Suc975UA9b,95
395,0.6486,Sat Sep 29 13:31:40 +0000 2018,0.762,0.0,@Foxnews,0.238,".@RepGoodlatte: “I issued a subpoena to the Justice Department, compelling them to issue the McCabe memos to the Co… https://t.co/WUYJaTUAwZ",96
396,0.5423,Sat Sep 29 13:20:00 +0000 2018,0.727,0.0,@Foxnews,0.273,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/akpqU5c3DU",97
397,0.5423,Sat Sep 29 13:16:41 +0000 2018,0.727,0.0,@Foxnews,0.273,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/AdMpCaO0bB",98
398,0.0772,Sat Sep 29 13:15:00 +0000 2018,0.654,0.159,@Foxnews,0.187,"Wanda Sykes' Trump jokes lead to heckling, walkouts https://t.co/2QiOEGpXMd",99
399,0.3802,Sat Sep 29 13:03:54 +0000 2018,0.895,0.0,@Foxnews,0.105,RT @foxnation: Word is spreading fast about Fox Nation! Watch our new national ad and be sure to sign up for updates: https://t.co/N6LRGAVR…,100
400,0.6486,Sun Sep 30 01:35:03 +0000 2018,0.782,0.0,@NYTimes,0.218,RT @nytimesmusic: Pill testing has also become more common over the past few years at festivals in the United States https://t.co/iMINACZEKm,1
401,-0.4767,Sun Sep 30 01:25:08 +0000 2018,0.512,0.34,@NYTimes,0.149,"Panic in Central Park: Noise at Global Citizen Festival Was Fallen Barrier, Not Gunshots https://t.co/RWqLi2fLMC",2
402,0.7579,Sun Sep 30 01:19:38 +0000 2018,0.746,0.0,@NYTimes,0.254,"""I feel like it was a message being sent: 'Don’t be like Tara or you will end up like Tara,'"" one woman said of the… https://t.co/X6ADa3Jsjq",3
403,0.4215,Sun Sep 30 01:03:22 +0000 2018,0.743,0.0,@NYTimes,0.257,"U.S. Weighed Penalizing El Salvador Over Support for China, Then Backed Off https://t.co/TkBOYa8uPO",4
404,0.3919,Sun Sep 30 01:02:39 +0000 2018,0.865,0.0,@NYTimes,0.135,"Christine Blasey Ford's composed, but wrenching, testimony was ""a stark reminder of the gender dynamics, and mental… https://t.co/JcSJ1sduYP",5
405,0.3818,Sun Sep 30 00:45:18 +0000 2018,0.86,0.0,@NYTimes,0.14,Here are 3 things an FBI investigation into Christine Blasey Ford's allegations against Kavanaugh could clear up. https://t.co/kzlrRZksSG,6
406,0.5267,Sun Sep 30 00:26:54 +0000 2018,0.764,0.0,@NYTimes,0.236,"Japan’s Mothers Go Back to Work, but Find the Opportunities Lacking https://t.co/N6tX0JO4vJ",7
407,-0.3818,Sun Sep 30 00:23:20 +0000 2018,0.794,0.206,@NYTimes,0.0,"On Crowded London Streets, Councils Fight a Flood of Phone Boxes https://t.co/NYg9Yxk2Vz",8
408,0.25,Sun Sep 30 00:21:31 +0000 2018,0.889,0.0,@NYTimes,0.111,"In the Connecticut wilderness, a Portuguese hotel designer has created an unexpected respite that retains the magic… https://t.co/7O77L21MyG",9
409,-0.1027,Sun Sep 30 00:05:00 +0000 2018,0.909,0.091,@NYTimes,0.0,Warren Says She Will Take ‘A Hard Look’ at Running for President in 2020 https://t.co/L34wqV5e2M,10
410,-0.1027,Sat Sep 29 23:54:36 +0000 2018,0.935,0.065,@NYTimes,0.0,Senator Elizabeth Warren says she would “take a hard look” at running for president in 2020 and called on the natio… https://t.co/OTvefIubRm,11
411,0.5106,Sat Sep 29 23:40:06 +0000 2018,0.732,0.0,@NYTimes,0.268,Roast a chicken and you know you have a comfortable meal https://t.co/fCEZkKuow9,12
412,0.0,Sat Sep 29 23:22:24 +0000 2018,1.0,0.0,@NYTimes,0.0,"Yankees 8, Red Sox 5: Yankees Send One Over the Fence and Into the Record Book https://t.co/Nw6IAy9L6h",13
413,-0.743,Sat Sep 29 23:15:07 +0000 2018,0.741,0.259,@NYTimes,0.0,"With all of its emotion and anger, the fight over Brett Kavanaugh’s nomination shows the power — and limitations —… https://t.co/noh4jNNSNi",14
414,0.6369,Sat Sep 29 23:11:23 +0000 2018,0.488,0.0,@NYTimes,0.512,Why I Love Reality Television https://t.co/AGqWcEkMpq,15
415,0.0,Sat Sep 29 23:00:05 +0000 2018,1.0,0.0,@NYTimes,0.0,"The ancient roads, pyramids and houses revealed by laser mapping are forcing researchers to reevaluate what they th… https://t.co/baWBR8vmel",16
416,0.0,Sat Sep 29 22:59:43 +0000 2018,1.0,0.0,@NYTimes,0.0,"In KFC’s China Ads, Nuggets Are Served With Patriotism https://t.co/6NkG3Ummnl",17
417,-0.8225,Sat Sep 29 22:52:39 +0000 2018,0.677,0.323,@NYTimes,0.0,RT @nytopinion: The battle between the competing moralisms behind the Kavanaugh hearings risks becoming an all-out war between the sexes —…,18
418,0.8625,Sat Sep 29 22:40:08 +0000 2018,0.548,0.071,@NYTimes,0.381,"RT @nytimesworld: “Without any trust in the United States, there will be no confidence in our national security, and under such circumstanc…",19
419,0.6369,Sat Sep 29 22:26:18 +0000 2018,0.802,0.0,@NYTimes,0.198,"The single best use of boneless, skinless chicken breasts? Make chicken francese, an Italian-American staple with l… https://t.co/RlGsumk7mI",20
420,0.0,Sat Sep 29 22:10:07 +0000 2018,1.0,0.0,@NYTimes,0.0,"As others fled amid a 7.5 magnitude earthquake, the last act of an air traffic controller in Palu, Indonesia was to… https://t.co/krLnJkGH9P",21
421,0.1027,Sat Sep 29 21:58:37 +0000 2018,0.862,0.06,@NYTimes,0.078,Breaking News: Elon Musk will step down as Tesla's chairman for 3 years and pay a $20 million fine in an S.E.C. set… https://t.co/BqwBhxl4xT,22
422,0.0,Sat Sep 29 21:44:42 +0000 2018,1.0,0.0,@NYTimes,0.0,RT @NYTScience: Their dad went to the moon and back. He wanted to know if they mowed the lawn. https://t.co/CFi9Hyye3a,23
423,0.0,Sat Sep 29 21:30:12 +0000 2018,1.0,0.0,@NYTimes,0.0,"Train stations, some remade and others crumbling, reflect the trajectories of their towns and cities. See what we f… https://t.co/icEIVfkdLi",24
424,-0.2732,Sat Sep 29 21:15:06 +0000 2018,0.89,0.11,@NYTimes,0.0,"In Opinion

Op-Ed contributor Rebecca Traister writes, ""This political moment has provoked a period in which more a… https://t.co/2bLeiEnY5c",25
425,0.0,Sat Sep 29 21:00:09 +0000 2018,1.0,0.0,@NYTimes,0.0,The clock has begun ticking on the one-week FBI investigation into sexual misconduct allegations made against Brett… https://t.co/2iTIWCs99o,26
426,0.0,Sat Sep 29 20:45:01 +0000 2018,1.0,0.0,@NYTimes,0.0,A 2016 law in France penalized paying for sex instead of selling it. But some prostitutes say that law puts them in… https://t.co/Cr8QXhubCD,27
427,-0.6159,Sat Sep 29 20:31:08 +0000 2018,0.799,0.201,@NYTimes,0.0,"After 45 years, more than 1,000 fights and some of the most lucrative and controversial matches of all time, HBO is… https://t.co/4mMsRAGgP2",28
428,-0.3612,Sat Sep 29 20:15:06 +0000 2018,0.889,0.111,@NYTimes,0.0,"""Rarely has the reputation of a leader fallen so far, so fast."" Aung San Suu Kyi: Nobel laureate, democracy icon an… https://t.co/mZsqBBfYGG",29
429,0.128,Sat Sep 29 20:02:02 +0000 2018,0.595,0.175,@NYTimes,0.23,Golf Digest and college students helped free a man wrongly convicted of murder. Here's the week in good news. https://t.co/yzDgXavDaQ,30
430,0.0,Sat Sep 29 20:00:03 +0000 2018,1.0,0.0,@NYTimes,0.0,"A Sloan Kettering executive will give up his $1.4 million stake in a biotech start-up, as the hospital re-examines… https://t.co/0yV9ZY68y7",31
431,-0.1027,Sat Sep 29 19:45:07 +0000 2018,0.928,0.072,@NYTimes,0.0,Text messages that were supposed to warn Indonesians of a possible tsunami were foiled when cellphone towers were d… https://t.co/A3nTUxRGuF,32
432,0.8271,Sat Sep 29 19:30:05 +0000 2018,0.633,0.0,@NYTimes,0.367,"He was always smiling, always laughing and running, like the average 4-year-old,” a neighbor said. “That’s why this… https://t.co/cZNILgbREW",33
433,0.0,Sat Sep 29 19:17:11 +0000 2018,1.0,0.0,@NYTimes,0.0,"In Opinion
Op-Ed contributor Sarah Hepola writes, ""I cannot know whether Judge Kavanaugh experienced a blackout. Bu… https://t.co/WYAFRRh0Mq",34
434,0.0,Sat Sep 29 19:00:14 +0000 2018,1.0,0.0,@NYTimes,0.0,"Did you stay up to date this week? Find out with this week's news quiz.
https://t.co/RrFhnBzf7H",35
435,0.0,Sat Sep 29 18:55:04 +0000 2018,1.0,0.0,@NYTimes,0.0,"The booming housing market is slowing down. Years of breakneck price increases have outpaced wages, and buyers have… https://t.co/L4av1FXzA9",36
436,-0.4215,Sat Sep 29 18:40:01 +0000 2018,0.859,0.141,@NYTimes,0.0,"With their indignant eruptions in the Senate, Brett Kavanaugh and Lindsey Graham took a page from President Trump's… https://t.co/Y6GaKJHoMP",37
437,0.6908,Sat Sep 29 18:25:05 +0000 2018,0.705,0.05,@NYTimes,0.245,RT @nytimesbusiness: The White House Council of Economic Advisers calculates that increasingly generous paid leave benefits mean that the a…,38
438,0.0,Sat Sep 29 18:10:05 +0000 2018,1.0,0.0,@NYTimes,0.0,"Organizers have announced a date for the 2019 Women's March, which will be held in Washington with sister demonstra… https://t.co/6b1sZxT5RE",39
439,0.2617,Sat Sep 29 17:55:03 +0000 2018,0.767,0.091,@NYTimes,0.141,The invisible recession: A major economic event in 2016 escaped much public notice. But its impact was huge. https://t.co/HkKRiSBiOw,40
440,0.3612,Sat Sep 29 17:43:26 +0000 2018,0.884,0.0,@NYTimes,0.116,"Our 52 Places Traveler visits the Italian Dolomites and finds mountains like a ""crowd of pious giants frozen in sto… https://t.co/w9KvaH0hgw",41
441,0.0,Sat Sep 29 17:25:56 +0000 2018,1.0,0.0,@NYTimes,0.0,Sign up to get the Race/Related newsletter by email https://t.co/j1V640Odl3,42
442,0.0,Sat Sep 29 17:25:09 +0000 2018,1.0,0.0,@NYTimes,0.0,"""Black women’s feminist contributions are very often erased,"" the novelist Tayari Jones observed. But their influen… https://t.co/CG1Gty3FJw",43
443,0.0,Sat Sep 29 17:11:05 +0000 2018,1.0,0.0,@NYTimes,0.0,"At this very moment, The Upshot and Siena College pollsters are making phone calls across America. You call follow… https://t.co/FEh7w3EIsH",44
444,0.3919,Sat Sep 29 16:55:01 +0000 2018,0.865,0.0,@NYTimes,0.135,"Christine Blasey Ford's composed, but wrenching, testimony was ""a stark reminder of the gender dynamics, and mental… https://t.co/QRAo9fYkb6",45
445,-0.296,Sat Sep 29 16:40:07 +0000 2018,0.901,0.099,@NYTimes,0.0,A sleepless night and pressure from all sides: Inside the 24 hours that led Senator Jeff Flake to call to investiga… https://t.co/cnfYEQkQcE,46
446,-0.2612,Sat Sep 29 16:20:03 +0000 2018,0.765,0.155,@NYTimes,0.08,"RT @nytopinion: I never felt compelled to share my story before, because it is so common, because so many women have been through worse. Bu…",47
447,0.0,Sat Sep 29 16:05:08 +0000 2018,1.0,0.0,@NYTimes,0.0,"Marty Balin, the founder, lead singer and songwriter for Jefferson Airplane and key member of Jefferson Starship, d… https://t.co/Soyr6U4eID",48
448,-0.5267,Sat Sep 29 15:55:06 +0000 2018,0.805,0.195,@NYTimes,0.0,"Brett Kavanaugh’s testimony raised questions about his neutrality and temperament, threatening the already fragile… https://t.co/pyz4RGBCmF",49
449,0.7579,Sat Sep 29 15:40:05 +0000 2018,0.746,0.0,@NYTimes,0.254,"""I feel like it was a message being sent: 'Don’t be like Tara or you will end up like Tara,'"" one woman said of the… https://t.co/ZO6fAkjXHT",50
450,-0.296,Sat Sep 29 15:25:05 +0000 2018,0.885,0.115,@NYTimes,0.0,The parents of this 6-year-old boy believed his speech difficulties were due to developmental delays. Then a dentis… https://t.co/ag4Kk6ekJ5,51
451,0.34,Sat Sep 29 15:12:04 +0000 2018,0.876,0.0,@NYTimes,0.124,"In a unanimous vote, Canadian lawmakers move to strip Daw Aung San Suu Kyi of her honorary citizenship https://t.co/KBI7JlUI2h",52
452,-0.5719,Sat Sep 29 14:55:06 +0000 2018,0.802,0.198,@NYTimes,0.0,"Christine Blasey Ford’s searing testimony before the Senate Judiciary Committee, and Brett Kavanaugh’s furious resp… https://t.co/UjbN3YWdSi",53
453,-0.9042,Sat Sep 29 14:41:54 +0000 2018,0.663,0.337,@NYTimes,0.0,"RT @NYTScience: “If you are too upset, you are crazy. If you are not upset enough, people don’t believe you were raped. So you have to be j…",54
454,0.5859,Sat Sep 29 14:25:05 +0000 2018,0.78,0.0,@NYTimes,0.22,"""They played football, they joined a fraternity, they drank and partied, and it's just part of Americana: That's ho… https://t.co/EG27RVgRnK",55
455,0.0,Sat Sep 29 14:10:08 +0000 2018,1.0,0.0,@NYTimes,0.0,"""The Simpsons"" is turning 30, and the Simpsons haven't aged a day. But they have evolved, as the culture has with t… https://t.co/ma5XF4aF1G",56
456,0.0,Sat Sep 29 14:05:05 +0000 2018,1.0,0.0,@NYTimes,0.0,"California Republican Rep. Duncan Hunter, himself indicted for misuse of campaign funds, launches ad suggesting his… https://t.co/poEJN8D4dP",57
457,0.3818,Sat Sep 29 13:50:04 +0000 2018,0.86,0.0,@NYTimes,0.14,Here are 3 things an FBI investigation into Christine Blasey Ford's allegations against Kavanaugh could clear up. https://t.co/pYa7vXEijl,58
458,-0.886,Sat Sep 29 13:36:20 +0000 2018,0.646,0.354,@NYTimes,0.0,"An earthquake and tsunami in Indonesia has killed nearly 400 people in one city alone, and the death toll could ris… https://t.co/McBorQCrn7",59
459,0.5267,Sat Sep 29 13:31:53 +0000 2018,0.595,0.0,@NYTimes,0.405,"Today, be kind to yourself
https://t.co/t4zSIkZ2bA",60
460,-0.1027,Sat Sep 29 13:15:06 +0000 2018,0.746,0.136,@NYTimes,0.118,"Recently widowed, they each joined a college program designed to keep older adults active and social. There, they f… https://t.co/yZYzPPfzs4",61
461,0.4767,Sat Sep 29 13:06:49 +0000 2018,0.838,0.0,@NYTimes,0.162,"The Times fact-checked Brett Kavanaugh's hearing testimony about his drinking habits and whether friends had ""refut… https://t.co/5iwyo3W7fK",62
462,0.0,Sat Sep 29 13:02:07 +0000 2018,1.0,0.0,@NYTimes,0.0,"International readers from South Africa to Scotland told us that they watched the Kavanaugh hearing: ""I don’t think… https://t.co/fSnOcku47s",63
463,0.6369,Sat Sep 29 12:42:06 +0000 2018,0.826,0.0,@NYTimes,0.174,"Modern Love: ""I didn’t meet my girlfriend, Jessica, until 12 years after our daughter, Alice, was born. Let me expl… https://t.co/RK6UxTnkIo",64
464,-0.8555,Sat Sep 29 12:22:04 +0000 2018,0.63,0.37,@NYTimes,0.0,Scraps of a former NFL lineman’s diary found after his death offer a painful glimpse of a football player losing hi… https://t.co/dCXMjYGPjF,65
465,-0.3182,Sat Sep 29 12:02:02 +0000 2018,0.777,0.223,@NYTimes,0.0,"How the FBI will investigate the Kavanaugh accusations
https://t.co/qAgTITm5RS",66
466,-0.8591,Sat Sep 29 11:42:04 +0000 2018,0.627,0.373,@NYTimes,0.0,Facebook said that attackers exploited a weakness that enabled them to hijack the accounts of nearly 50 million use… https://t.co/07YBUT2bjk,67
467,-0.4939,Sat Sep 29 11:22:01 +0000 2018,0.856,0.144,@NYTimes,0.0,"RT @nytopinion: Kavanaugh's performance on Thursday was right out of Norman Rockwell with a touch of ""Mad Men,"" writes @NYTimesCohen https:…",68
468,-0.2263,Sat Sep 29 11:02:06 +0000 2018,0.84,0.16,@NYTimes,0.0,"Kids’ brainpower tied to exercise, sleep and limited screen time https://t.co/VfNqmeCgFt",69
469,0.0,Sat Sep 29 10:32:01 +0000 2018,1.0,0.0,@NYTimes,0.0,"RT @nytrealestate: There's a reason why they call it ""staging a house"" - when you put your house on the market, it's not a place to live an…",70
470,0.4404,Sat Sep 29 10:22:34 +0000 2018,0.775,0.0,@NYTimes,0.225,"The Week in Good News: A Medical Breakthrough, a Sound Journey, Robyn https://t.co/KCUDQUwzUr",71
471,0.0,Sat Sep 29 10:15:34 +0000 2018,1.0,0.0,@NYTimes,0.0,Page to Screen: What to Read Before Heading to Movie Theaters This Fall https://t.co/FAqizfH6yk,72
472,0.7003,Sat Sep 29 10:05:34 +0000 2018,0.746,0.0,@NYTimes,0.254,"Chicken francese, sometimes called chicken French, is one of those rare restaurant dishes that's truly easy to cook… https://t.co/6dkng0Ttao",73
473,0.765,Sat Sep 29 09:48:10 +0000 2018,0.577,0.085,@NYTimes,0.338,Having all the right cholesterol numbers and staying active is no guarantee your heart is in great shape https://t.co/zGk7vB2zM4,74
474,-0.4228,Sat Sep 29 09:32:05 +0000 2018,0.73,0.186,@NYTimes,0.084,"RT @RorySmith: A curious quote here, a bad result there, a slightly dodgy WiFi connection: it doesn’t take much to send Man Utd over the ed…",75
475,0.0,Sat Sep 29 09:09:36 +0000 2018,1.0,0.0,@NYTimes,0.0,This one-pan shrimp enchiladas verde recipe is as simple to make as it is tasty https://t.co/Lmw7eO1XAA https://t.co/Je0c16XmFx,76
476,0.2263,Sat Sep 29 08:52:09 +0000 2018,0.853,0.0,@NYTimes,0.147,The New Birds and Bees: Teaching Kids About Boundaries and Consent https://t.co/mVrenFA8HP,77
477,-0.3818,Sat Sep 29 08:49:55 +0000 2018,0.833,0.167,@NYTimes,0.0,"“I don’t know who got a bigger fright: the seal, me or the octopus” https://t.co/gxayw44IQq",78
478,-0.9274,Sat Sep 29 08:32:01 +0000 2018,0.552,0.448,@NYTimes,0.0,RT @nytimesworld: Seven men arrested in the Netherlands were arrested on charges of planning to attack a mass event with AK-47s and bomb be…,79
479,0.0,Sat Sep 29 08:05:21 +0000 2018,1.0,0.0,@NYTimes,0.0,McKinsey &amp; Company is advising the Puerto Rican government on a financial overhaul to lighten its crippling debts.… https://t.co/E1uRYpKeLb,80
480,-0.7579,Sat Sep 29 08:04:42 +0000 2018,0.723,0.277,@NYTimes,0.0,Breaking News: Nearly 400 people were killed when an earthquake and a tsunami struck the Indonesian island of Sulaw… https://t.co/4pQUmpMggT,81
481,-0.5106,Sat Sep 29 07:48:16 +0000 2018,0.852,0.148,@NYTimes,0.0,A program intended to wipe away the student loans of qualifying public servants rejected more than 99% of those who… https://t.co/06as1CWjkT,82
482,0.5423,Sat Sep 29 07:32:00 +0000 2018,0.809,0.0,@NYTimes,0.191,RT @comradewong: 1. Secretary of State Mike Pompeo made a surprise announcement on the closing of the Basra consulate. Cited security reaso…,83
483,-0.7665,Sat Sep 29 07:28:43 +0000 2018,0.602,0.398,@NYTimes,0.0,A Prostitute Was Killed in France. Is a New Law Partly to Blame? https://t.co/bmp3PFRMJz,84
484,0.0,Sat Sep 29 07:06:16 +0000 2018,1.0,0.0,@NYTimes,0.0,"In case you're listening to Robyn's new song, ""Honey,"" on repeat...  https://t.co/JG85JYu0RX",85
485,0.0,Sat Sep 29 06:50:05 +0000 2018,1.0,0.0,@NYTimes,0.0,Scientists reported the first discovery of all-female termite societies — researchers did not find a single male https://t.co/wSUj2xJy05,86
486,0.2617,Sat Sep 29 06:32:06 +0000 2018,0.903,0.0,@NYTimes,0.097,"RT @HernandezJavier: The young activists are model students &amp; ardent communists, singing socialist anthems and quoting Mao. But China's lea…",87
487,0.0,Sat Sep 29 06:15:52 +0000 2018,1.0,0.0,@NYTimes,0.0,"Lady Gaga and Bradley Cooper are in the sha-ha-sha-hallow, and Lil Wayne's long-delayed album is here. Here's the w… https://t.co/PKWMDlw9Cw",88
488,-0.2023,Sat Sep 29 05:59:31 +0000 2018,0.602,0.223,@NYTimes,0.175,Good science means publishing negative results. It doesn't happen nearly enough. https://t.co/bDl1g2jQTG,89
489,-0.1027,Sat Sep 29 05:42:03 +0000 2018,0.82,0.098,@NYTimes,0.082,RT @NYTScience: Research into these termite colonies in Japan is the first to demonstrate that males can be discarded from advanced societi…,90
490,0.4404,Sat Sep 29 05:22:06 +0000 2018,0.693,0.091,@NYTimes,0.216,"Social Security faces a projected shortfall in about 16 years, when benefits would be cut by roughly 20%. Lawmakers… https://t.co/2NMThx4CH0",91
491,0.6369,Sat Sep 29 05:02:02 +0000 2018,0.802,0.0,@NYTimes,0.198,"In a world that relentlessly enforces limits, the love of a pet is a refuge for unconstrained emotion, especially f… https://t.co/9EUUOR1Mgl",92
492,-0.8176,Sat Sep 29 04:42:05 +0000 2018,0.679,0.321,@NYTimes,0.0,"A tsunami kills dozens in Indonesia, and an aid worker fears the toll will rise: “I’m worried about people who migh… https://t.co/f6YPK34FKh",93
493,0.0,Sat Sep 29 04:21:03 +0000 2018,1.0,0.0,@NYTimes,0.0,"By the time it closes, it will be the 25th-longest-running Broadway production in history https://t.co/W6UiJdZAFn",94
494,0.0,Sat Sep 29 04:16:58 +0000 2018,1.0,0.0,@NYTimes,0.0,"Marty Balin, a Founder of Jefferson Airplane, Dies at 76 https://t.co/IEviiYSSJb",95
495,-0.3182,Sat Sep 29 04:02:01 +0000 2018,0.731,0.142,@NYTimes,0.128,"RT @nytpolitics: Representative Duncan Hunter has released a startling attack against his Democratic challenger, suggesting that he is an I…",96
496,0.0,Sat Sep 29 03:47:06 +0000 2018,1.0,0.0,@NYTimes,0.0,"While many NASA astronauts have auctioned off items decades ago, “Neil Armstrong never did that,” an auction offici… https://t.co/eaErJ25Fx2",97
497,-0.3612,Sat Sep 29 03:32:02 +0000 2018,0.889,0.111,@NYTimes,0.0,"RT @mmcintire: NEW: “What emerges is the image of a skilled lawyer who, when pressed on difficult subjects, sometimes crafted responses tha…",98
498,0.0,Sat Sep 29 03:17:05 +0000 2018,1.0,0.0,@NYTimes,0.0,"International readers from South Africa to Scotland told us that they watched the Kavanaugh hearing: ""I don’t think… https://t.co/vPeubxVAx2",99
499,-0.6369,Sat Sep 29 03:02:02 +0000 2018,0.766,0.234,@NYTimes,0.0,RT @dgelles: NEW: The story behind the lawsuit with details of the proposed settlement that Elon rejected. w ⁦@MattGoldstein26⁩ ⁦@FlitterOn…,100
